mode,scene_name,sources,class_names,full_img_path,full_mask_path
folder,ADE_train_00008454,,,ade20k/ade20k_images/ADE_train_00008454.jpg,ade20k/ade20k_mask/ADE_train_00008454.png
folder,ADE_train_00008455,,,ade20k/ade20k_images/ADE_train_00008455.jpg,ade20k/ade20k_mask/ADE_train_00008455.png
folder,ADE_train_00008456,,,ade20k/ade20k_images/ADE_train_00008456.jpg,ade20k/ade20k_mask/ADE_train_00008456.png
folder,ADE_train_00008457,,,ade20k/ade20k_images/ADE_train_00008457.jpg,ade20k/ade20k_mask/ADE_train_00008457.png
folder,ADE_train_00008458,,,ade20k/ade20k_images/ADE_train_00008458.jpg,ade20k/ade20k_mask/ADE_train_00008458.png
folder,ADE_train_00008459,,,ade20k/ade20k_images/ADE_train_00008459.jpg,ade20k/ade20k_mask/ADE_train_00008459.png
folder,ADE_train_00008460,,,ade20k/ade20k_images/ADE_train_00008460.jpg,ade20k/ade20k_mask/ADE_train_00008460.png
folder,ADE_train_00008461,,,ade20k/ade20k_images/ADE_train_00008461.jpg,ade20k/ade20k_mask/ADE_train_00008461.png
folder,ADE_train_00008462,,,ade20k/ade20k_images/ADE_train_00008462.jpg,ade20k/ade20k_mask/ADE_train_00008462.png
folder,ADE_train_00008463,,,ade20k/ade20k_images/ADE_train_00008463.jpg,ade20k/ade20k_mask/ADE_train_00008463.png
folder,ADE_train_00008464,,,ade20k/ade20k_images/ADE_train_00008464.jpg,ade20k/ade20k_mask/ADE_train_00008464.png
folder,ADE_train_00008465,,,ade20k/ade20k_images/ADE_train_00008465.jpg,ade20k/ade20k_mask/ADE_train_00008465.png
folder,ADE_train_00008466,,,ade20k/ade20k_images/ADE_train_00008466.jpg,ade20k/ade20k_mask/ADE_train_00008466.png
folder,ADE_train_00008467,,,ade20k/ade20k_images/ADE_train_00008467.jpg,ade20k/ade20k_mask/ADE_train_00008467.png
folder,ADE_train_00008468,,,ade20k/ade20k_images/ADE_train_00008468.jpg,ade20k/ade20k_mask/ADE_train_00008468.png
folder,ADE_train_00008469,,,ade20k/ade20k_images/ADE_train_00008469.jpg,ade20k/ade20k_mask/ADE_train_00008469.png
folder,ADE_train_00008470,,,ade20k/ade20k_images/ADE_train_00008470.jpg,ade20k/ade20k_mask/ADE_train_00008470.png
folder,ADE_train_00008471,,,ade20k/ade20k_images/ADE_train_00008471.jpg,ade20k/ade20k_mask/ADE_train_00008471.png
folder,ADE_train_00008472,,,ade20k/ade20k_images/ADE_train_00008472.jpg,ade20k/ade20k_mask/ADE_train_00008472.png
folder,ADE_train_00008473,,,ade20k/ade20k_images/ADE_train_00008473.jpg,ade20k/ade20k_mask/ADE_train_00008473.png
folder,ADE_train_00008474,,,ade20k/ade20k_images/ADE_train_00008474.jpg,ade20k/ade20k_mask/ADE_train_00008474.png
folder,ADE_train_00008475,,,ade20k/ade20k_images/ADE_train_00008475.jpg,ade20k/ade20k_mask/ADE_train_00008475.png
folder,ADE_train_00008476,,,ade20k/ade20k_images/ADE_train_00008476.jpg,ade20k/ade20k_mask/ADE_train_00008476.png
folder,ADE_train_00008477,,,ade20k/ade20k_images/ADE_train_00008477.jpg,ade20k/ade20k_mask/ADE_train_00008477.png
folder,ADE_train_00008478,,,ade20k/ade20k_images/ADE_train_00008478.jpg,ade20k/ade20k_mask/ADE_train_00008478.png
folder,ADE_train_00008479,,,ade20k/ade20k_images/ADE_train_00008479.jpg,ade20k/ade20k_mask/ADE_train_00008479.png
folder,ADE_train_00008480,,,ade20k/ade20k_images/ADE_train_00008480.jpg,ade20k/ade20k_mask/ADE_train_00008480.png
folder,ADE_train_00008481,,,ade20k/ade20k_images/ADE_train_00008481.jpg,ade20k/ade20k_mask/ADE_train_00008481.png
folder,ADE_train_00008482,,,ade20k/ade20k_images/ADE_train_00008482.jpg,ade20k/ade20k_mask/ADE_train_00008482.png
folder,ADE_train_00008483,,,ade20k/ade20k_images/ADE_train_00008483.jpg,ade20k/ade20k_mask/ADE_train_00008483.png
folder,ADE_train_00008484,,,ade20k/ade20k_images/ADE_train_00008484.jpg,ade20k/ade20k_mask/ADE_train_00008484.png
folder,ADE_train_00008485,,,ade20k/ade20k_images/ADE_train_00008485.jpg,ade20k/ade20k_mask/ADE_train_00008485.png
folder,ADE_train_00008486,,,ade20k/ade20k_images/ADE_train_00008486.jpg,ade20k/ade20k_mask/ADE_train_00008486.png
folder,ADE_train_00008487,,,ade20k/ade20k_images/ADE_train_00008487.jpg,ade20k/ade20k_mask/ADE_train_00008487.png
folder,ADE_train_00008488,,,ade20k/ade20k_images/ADE_train_00008488.jpg,ade20k/ade20k_mask/ADE_train_00008488.png
folder,ADE_train_00008489,,,ade20k/ade20k_images/ADE_train_00008489.jpg,ade20k/ade20k_mask/ADE_train_00008489.png
folder,ADE_train_00008490,,,ade20k/ade20k_images/ADE_train_00008490.jpg,ade20k/ade20k_mask/ADE_train_00008490.png
folder,ADE_train_00008491,,,ade20k/ade20k_images/ADE_train_00008491.jpg,ade20k/ade20k_mask/ADE_train_00008491.png
folder,ADE_train_00008492,,,ade20k/ade20k_images/ADE_train_00008492.jpg,ade20k/ade20k_mask/ADE_train_00008492.png
folder,ADE_train_00008493,,,ade20k/ade20k_images/ADE_train_00008493.jpg,ade20k/ade20k_mask/ADE_train_00008493.png
folder,ADE_train_00008494,,,ade20k/ade20k_images/ADE_train_00008494.jpg,ade20k/ade20k_mask/ADE_train_00008494.png
folder,ADE_train_00008495,,,ade20k/ade20k_images/ADE_train_00008495.jpg,ade20k/ade20k_mask/ADE_train_00008495.png
folder,ADE_train_00008496,,,ade20k/ade20k_images/ADE_train_00008496.jpg,ade20k/ade20k_mask/ADE_train_00008496.png
folder,ADE_train_00008497,,,ade20k/ade20k_images/ADE_train_00008497.jpg,ade20k/ade20k_mask/ADE_train_00008497.png
folder,ADE_train_00008498,,,ade20k/ade20k_images/ADE_train_00008498.jpg,ade20k/ade20k_mask/ADE_train_00008498.png
folder,ADE_train_00008499,,,ade20k/ade20k_images/ADE_train_00008499.jpg,ade20k/ade20k_mask/ADE_train_00008499.png
folder,ADE_train_00008500,,,ade20k/ade20k_images/ADE_train_00008500.jpg,ade20k/ade20k_mask/ADE_train_00008500.png
folder,ADE_train_00008501,,,ade20k/ade20k_images/ADE_train_00008501.jpg,ade20k/ade20k_mask/ADE_train_00008501.png
folder,ADE_train_00008502,,,ade20k/ade20k_images/ADE_train_00008502.jpg,ade20k/ade20k_mask/ADE_train_00008502.png
folder,ADE_train_00008503,,,ade20k/ade20k_images/ADE_train_00008503.jpg,ade20k/ade20k_mask/ADE_train_00008503.png
folder,ADE_train_00008504,,,ade20k/ade20k_images/ADE_train_00008504.jpg,ade20k/ade20k_mask/ADE_train_00008504.png
folder,ADE_train_00008505,,,ade20k/ade20k_images/ADE_train_00008505.jpg,ade20k/ade20k_mask/ADE_train_00008505.png
folder,ADE_train_00008506,,,ade20k/ade20k_images/ADE_train_00008506.jpg,ade20k/ade20k_mask/ADE_train_00008506.png
folder,ADE_train_00008507,,,ade20k/ade20k_images/ADE_train_00008507.jpg,ade20k/ade20k_mask/ADE_train_00008507.png
folder,ADE_train_00008508,,,ade20k/ade20k_images/ADE_train_00008508.jpg,ade20k/ade20k_mask/ADE_train_00008508.png
folder,ADE_train_00008509,,,ade20k/ade20k_images/ADE_train_00008509.jpg,ade20k/ade20k_mask/ADE_train_00008509.png
folder,ADE_train_00008510,,,ade20k/ade20k_images/ADE_train_00008510.jpg,ade20k/ade20k_mask/ADE_train_00008510.png
folder,ADE_train_00008511,,,ade20k/ade20k_images/ADE_train_00008511.jpg,ade20k/ade20k_mask/ADE_train_00008511.png
folder,ADE_train_00008512,,,ade20k/ade20k_images/ADE_train_00008512.jpg,ade20k/ade20k_mask/ADE_train_00008512.png
folder,ADE_train_00008513,,,ade20k/ade20k_images/ADE_train_00008513.jpg,ade20k/ade20k_mask/ADE_train_00008513.png
folder,ADE_train_00008514,,,ade20k/ade20k_images/ADE_train_00008514.jpg,ade20k/ade20k_mask/ADE_train_00008514.png
folder,ADE_train_00008515,,,ade20k/ade20k_images/ADE_train_00008515.jpg,ade20k/ade20k_mask/ADE_train_00008515.png
folder,ADE_train_00008516,,,ade20k/ade20k_images/ADE_train_00008516.jpg,ade20k/ade20k_mask/ADE_train_00008516.png
folder,ADE_train_00008517,,,ade20k/ade20k_images/ADE_train_00008517.jpg,ade20k/ade20k_mask/ADE_train_00008517.png
folder,ADE_train_00008518,,,ade20k/ade20k_images/ADE_train_00008518.jpg,ade20k/ade20k_mask/ADE_train_00008518.png
folder,ADE_train_00008519,,,ade20k/ade20k_images/ADE_train_00008519.jpg,ade20k/ade20k_mask/ADE_train_00008519.png
folder,ADE_train_00008520,,,ade20k/ade20k_images/ADE_train_00008520.jpg,ade20k/ade20k_mask/ADE_train_00008520.png
folder,ADE_train_00008521,,,ade20k/ade20k_images/ADE_train_00008521.jpg,ade20k/ade20k_mask/ADE_train_00008521.png
folder,ADE_train_00008522,,,ade20k/ade20k_images/ADE_train_00008522.jpg,ade20k/ade20k_mask/ADE_train_00008522.png
folder,ADE_train_00008523,,,ade20k/ade20k_images/ADE_train_00008523.jpg,ade20k/ade20k_mask/ADE_train_00008523.png
folder,ADE_train_00008524,,,ade20k/ade20k_images/ADE_train_00008524.jpg,ade20k/ade20k_mask/ADE_train_00008524.png
folder,ADE_train_00008525,,,ade20k/ade20k_images/ADE_train_00008525.jpg,ade20k/ade20k_mask/ADE_train_00008525.png
folder,ADE_train_00008526,,,ade20k/ade20k_images/ADE_train_00008526.jpg,ade20k/ade20k_mask/ADE_train_00008526.png
folder,ADE_train_00008527,,,ade20k/ade20k_images/ADE_train_00008527.jpg,ade20k/ade20k_mask/ADE_train_00008527.png
folder,ADE_train_00008528,,,ade20k/ade20k_images/ADE_train_00008528.jpg,ade20k/ade20k_mask/ADE_train_00008528.png
folder,ADE_train_00008529,,,ade20k/ade20k_images/ADE_train_00008529.jpg,ade20k/ade20k_mask/ADE_train_00008529.png
folder,ADE_train_00008530,,,ade20k/ade20k_images/ADE_train_00008530.jpg,ade20k/ade20k_mask/ADE_train_00008530.png
folder,ADE_train_00008531,,,ade20k/ade20k_images/ADE_train_00008531.jpg,ade20k/ade20k_mask/ADE_train_00008531.png
folder,ADE_train_00008532,,,ade20k/ade20k_images/ADE_train_00008532.jpg,ade20k/ade20k_mask/ADE_train_00008532.png
folder,ADE_train_00008533,,,ade20k/ade20k_images/ADE_train_00008533.jpg,ade20k/ade20k_mask/ADE_train_00008533.png
folder,ADE_train_00008534,,,ade20k/ade20k_images/ADE_train_00008534.jpg,ade20k/ade20k_mask/ADE_train_00008534.png
folder,ADE_train_00008535,,,ade20k/ade20k_images/ADE_train_00008535.jpg,ade20k/ade20k_mask/ADE_train_00008535.png
folder,ADE_train_00008536,,,ade20k/ade20k_images/ADE_train_00008536.jpg,ade20k/ade20k_mask/ADE_train_00008536.png
folder,ADE_train_00008537,,,ade20k/ade20k_images/ADE_train_00008537.jpg,ade20k/ade20k_mask/ADE_train_00008537.png
folder,ADE_train_00008538,,,ade20k/ade20k_images/ADE_train_00008538.jpg,ade20k/ade20k_mask/ADE_train_00008538.png
folder,ADE_train_00008539,,,ade20k/ade20k_images/ADE_train_00008539.jpg,ade20k/ade20k_mask/ADE_train_00008539.png
folder,ADE_train_00008540,,,ade20k/ade20k_images/ADE_train_00008540.jpg,ade20k/ade20k_mask/ADE_train_00008540.png
folder,ADE_train_00008541,,,ade20k/ade20k_images/ADE_train_00008541.jpg,ade20k/ade20k_mask/ADE_train_00008541.png
folder,ADE_train_00008542,,,ade20k/ade20k_images/ADE_train_00008542.jpg,ade20k/ade20k_mask/ADE_train_00008542.png
folder,ADE_train_00008543,,,ade20k/ade20k_images/ADE_train_00008543.jpg,ade20k/ade20k_mask/ADE_train_00008543.png
folder,ADE_train_00008544,,,ade20k/ade20k_images/ADE_train_00008544.jpg,ade20k/ade20k_mask/ADE_train_00008544.png
folder,ADE_train_00008545,,,ade20k/ade20k_images/ADE_train_00008545.jpg,ade20k/ade20k_mask/ADE_train_00008545.png
folder,ADE_train_00008546,,,ade20k/ade20k_images/ADE_train_00008546.jpg,ade20k/ade20k_mask/ADE_train_00008546.png
folder,ADE_train_00008547,,,ade20k/ade20k_images/ADE_train_00008547.jpg,ade20k/ade20k_mask/ADE_train_00008547.png
folder,ADE_train_00008548,,,ade20k/ade20k_images/ADE_train_00008548.jpg,ade20k/ade20k_mask/ADE_train_00008548.png
folder,ADE_train_00008549,,,ade20k/ade20k_images/ADE_train_00008549.jpg,ade20k/ade20k_mask/ADE_train_00008549.png
folder,ADE_train_00008550,,,ade20k/ade20k_images/ADE_train_00008550.jpg,ade20k/ade20k_mask/ADE_train_00008550.png
folder,ADE_train_00008551,,,ade20k/ade20k_images/ADE_train_00008551.jpg,ade20k/ade20k_mask/ADE_train_00008551.png
folder,ADE_train_00008552,,,ade20k/ade20k_images/ADE_train_00008552.jpg,ade20k/ade20k_mask/ADE_train_00008552.png
folder,ADE_train_00008553,,,ade20k/ade20k_images/ADE_train_00008553.jpg,ade20k/ade20k_mask/ADE_train_00008553.png
folder,ADE_train_00008554,,,ade20k/ade20k_images/ADE_train_00008554.jpg,ade20k/ade20k_mask/ADE_train_00008554.png
folder,ADE_train_00008555,,,ade20k/ade20k_images/ADE_train_00008555.jpg,ade20k/ade20k_mask/ADE_train_00008555.png
folder,ADE_train_00008556,,,ade20k/ade20k_images/ADE_train_00008556.jpg,ade20k/ade20k_mask/ADE_train_00008556.png
folder,ADE_train_00008557,,,ade20k/ade20k_images/ADE_train_00008557.jpg,ade20k/ade20k_mask/ADE_train_00008557.png
folder,ADE_train_00008558,,,ade20k/ade20k_images/ADE_train_00008558.jpg,ade20k/ade20k_mask/ADE_train_00008558.png
folder,ADE_train_00008559,,,ade20k/ade20k_images/ADE_train_00008559.jpg,ade20k/ade20k_mask/ADE_train_00008559.png
folder,ADE_train_00008560,,,ade20k/ade20k_images/ADE_train_00008560.jpg,ade20k/ade20k_mask/ADE_train_00008560.png
folder,ADE_train_00008561,,,ade20k/ade20k_images/ADE_train_00008561.jpg,ade20k/ade20k_mask/ADE_train_00008561.png
folder,ADE_train_00008562,,,ade20k/ade20k_images/ADE_train_00008562.jpg,ade20k/ade20k_mask/ADE_train_00008562.png
folder,ADE_train_00008563,,,ade20k/ade20k_images/ADE_train_00008563.jpg,ade20k/ade20k_mask/ADE_train_00008563.png
folder,ADE_train_00008564,,,ade20k/ade20k_images/ADE_train_00008564.jpg,ade20k/ade20k_mask/ADE_train_00008564.png
folder,ADE_train_00008565,,,ade20k/ade20k_images/ADE_train_00008565.jpg,ade20k/ade20k_mask/ADE_train_00008565.png
folder,ADE_train_00008566,,,ade20k/ade20k_images/ADE_train_00008566.jpg,ade20k/ade20k_mask/ADE_train_00008566.png
folder,ADE_train_00008567,,,ade20k/ade20k_images/ADE_train_00008567.jpg,ade20k/ade20k_mask/ADE_train_00008567.png
folder,ADE_train_00008568,,,ade20k/ade20k_images/ADE_train_00008568.jpg,ade20k/ade20k_mask/ADE_train_00008568.png
folder,ADE_train_00008569,,,ade20k/ade20k_images/ADE_train_00008569.jpg,ade20k/ade20k_mask/ADE_train_00008569.png
folder,ADE_train_00008570,,,ade20k/ade20k_images/ADE_train_00008570.jpg,ade20k/ade20k_mask/ADE_train_00008570.png
folder,ADE_train_00008571,,,ade20k/ade20k_images/ADE_train_00008571.jpg,ade20k/ade20k_mask/ADE_train_00008571.png
folder,ADE_train_00008572,,,ade20k/ade20k_images/ADE_train_00008572.jpg,ade20k/ade20k_mask/ADE_train_00008572.png
folder,ADE_train_00008573,,,ade20k/ade20k_images/ADE_train_00008573.jpg,ade20k/ade20k_mask/ADE_train_00008573.png
folder,ADE_train_00008574,,,ade20k/ade20k_images/ADE_train_00008574.jpg,ade20k/ade20k_mask/ADE_train_00008574.png
folder,ADE_train_00008575,,,ade20k/ade20k_images/ADE_train_00008575.jpg,ade20k/ade20k_mask/ADE_train_00008575.png
folder,ADE_train_00008576,,,ade20k/ade20k_images/ADE_train_00008576.jpg,ade20k/ade20k_mask/ADE_train_00008576.png
folder,ADE_train_00008577,,,ade20k/ade20k_images/ADE_train_00008577.jpg,ade20k/ade20k_mask/ADE_train_00008577.png
folder,ADE_train_00008578,,,ade20k/ade20k_images/ADE_train_00008578.jpg,ade20k/ade20k_mask/ADE_train_00008578.png
folder,ADE_train_00008579,,,ade20k/ade20k_images/ADE_train_00008579.jpg,ade20k/ade20k_mask/ADE_train_00008579.png
folder,ADE_train_00008580,,,ade20k/ade20k_images/ADE_train_00008580.jpg,ade20k/ade20k_mask/ADE_train_00008580.png
folder,ADE_train_00008581,,,ade20k/ade20k_images/ADE_train_00008581.jpg,ade20k/ade20k_mask/ADE_train_00008581.png
folder,ADE_train_00008582,,,ade20k/ade20k_images/ADE_train_00008582.jpg,ade20k/ade20k_mask/ADE_train_00008582.png
folder,ADE_train_00008583,,,ade20k/ade20k_images/ADE_train_00008583.jpg,ade20k/ade20k_mask/ADE_train_00008583.png
folder,ADE_train_00008584,,,ade20k/ade20k_images/ADE_train_00008584.jpg,ade20k/ade20k_mask/ADE_train_00008584.png
folder,ADE_train_00008585,,,ade20k/ade20k_images/ADE_train_00008585.jpg,ade20k/ade20k_mask/ADE_train_00008585.png
folder,ADE_train_00008586,,,ade20k/ade20k_images/ADE_train_00008586.jpg,ade20k/ade20k_mask/ADE_train_00008586.png
folder,ADE_train_00008587,,,ade20k/ade20k_images/ADE_train_00008587.jpg,ade20k/ade20k_mask/ADE_train_00008587.png
folder,ADE_train_00008588,,,ade20k/ade20k_images/ADE_train_00008588.jpg,ade20k/ade20k_mask/ADE_train_00008588.png
folder,ADE_train_00008589,,,ade20k/ade20k_images/ADE_train_00008589.jpg,ade20k/ade20k_mask/ADE_train_00008589.png
folder,ADE_train_00008590,,,ade20k/ade20k_images/ADE_train_00008590.jpg,ade20k/ade20k_mask/ADE_train_00008590.png
folder,ADE_train_00008591,,,ade20k/ade20k_images/ADE_train_00008591.jpg,ade20k/ade20k_mask/ADE_train_00008591.png
folder,ADE_train_00008592,,,ade20k/ade20k_images/ADE_train_00008592.jpg,ade20k/ade20k_mask/ADE_train_00008592.png
folder,ADE_train_00008593,,,ade20k/ade20k_images/ADE_train_00008593.jpg,ade20k/ade20k_mask/ADE_train_00008593.png
folder,ADE_train_00008594,,,ade20k/ade20k_images/ADE_train_00008594.jpg,ade20k/ade20k_mask/ADE_train_00008594.png
folder,ADE_train_00008595,,,ade20k/ade20k_images/ADE_train_00008595.jpg,ade20k/ade20k_mask/ADE_train_00008595.png
folder,ADE_train_00008596,,,ade20k/ade20k_images/ADE_train_00008596.jpg,ade20k/ade20k_mask/ADE_train_00008596.png
folder,ADE_train_00008597,,,ade20k/ade20k_images/ADE_train_00008597.jpg,ade20k/ade20k_mask/ADE_train_00008597.png
folder,ADE_train_00008598,,,ade20k/ade20k_images/ADE_train_00008598.jpg,ade20k/ade20k_mask/ADE_train_00008598.png
folder,ADE_train_00008599,,,ade20k/ade20k_images/ADE_train_00008599.jpg,ade20k/ade20k_mask/ADE_train_00008599.png
folder,ADE_train_00008600,,,ade20k/ade20k_images/ADE_train_00008600.jpg,ade20k/ade20k_mask/ADE_train_00008600.png
folder,ADE_train_00008601,,,ade20k/ade20k_images/ADE_train_00008601.jpg,ade20k/ade20k_mask/ADE_train_00008601.png
folder,ADE_train_00008602,,,ade20k/ade20k_images/ADE_train_00008602.jpg,ade20k/ade20k_mask/ADE_train_00008602.png
folder,ADE_train_00008603,,,ade20k/ade20k_images/ADE_train_00008603.jpg,ade20k/ade20k_mask/ADE_train_00008603.png
folder,ADE_train_00008604,,,ade20k/ade20k_images/ADE_train_00008604.jpg,ade20k/ade20k_mask/ADE_train_00008604.png
folder,ADE_train_00008605,,,ade20k/ade20k_images/ADE_train_00008605.jpg,ade20k/ade20k_mask/ADE_train_00008605.png
folder,ADE_train_00008606,,,ade20k/ade20k_images/ADE_train_00008606.jpg,ade20k/ade20k_mask/ADE_train_00008606.png
folder,ADE_train_00008607,,,ade20k/ade20k_images/ADE_train_00008607.jpg,ade20k/ade20k_mask/ADE_train_00008607.png
folder,ADE_train_00008608,,,ade20k/ade20k_images/ADE_train_00008608.jpg,ade20k/ade20k_mask/ADE_train_00008608.png
folder,ADE_train_00008609,,,ade20k/ade20k_images/ADE_train_00008609.jpg,ade20k/ade20k_mask/ADE_train_00008609.png
folder,ADE_train_00008610,,,ade20k/ade20k_images/ADE_train_00008610.jpg,ade20k/ade20k_mask/ADE_train_00008610.png
folder,ADE_train_00008611,,,ade20k/ade20k_images/ADE_train_00008611.jpg,ade20k/ade20k_mask/ADE_train_00008611.png
folder,ADE_train_00008612,,,ade20k/ade20k_images/ADE_train_00008612.jpg,ade20k/ade20k_mask/ADE_train_00008612.png
folder,ADE_train_00008613,,,ade20k/ade20k_images/ADE_train_00008613.jpg,ade20k/ade20k_mask/ADE_train_00008613.png
folder,ADE_train_00008614,,,ade20k/ade20k_images/ADE_train_00008614.jpg,ade20k/ade20k_mask/ADE_train_00008614.png
folder,ADE_train_00008615,,,ade20k/ade20k_images/ADE_train_00008615.jpg,ade20k/ade20k_mask/ADE_train_00008615.png
folder,ADE_train_00008616,,,ade20k/ade20k_images/ADE_train_00008616.jpg,ade20k/ade20k_mask/ADE_train_00008616.png
folder,ADE_train_00008617,,,ade20k/ade20k_images/ADE_train_00008617.jpg,ade20k/ade20k_mask/ADE_train_00008617.png
folder,ADE_train_00008618,,,ade20k/ade20k_images/ADE_train_00008618.jpg,ade20k/ade20k_mask/ADE_train_00008618.png
folder,ADE_train_00008619,,,ade20k/ade20k_images/ADE_train_00008619.jpg,ade20k/ade20k_mask/ADE_train_00008619.png
folder,ADE_train_00008620,,,ade20k/ade20k_images/ADE_train_00008620.jpg,ade20k/ade20k_mask/ADE_train_00008620.png
folder,ADE_train_00008621,,,ade20k/ade20k_images/ADE_train_00008621.jpg,ade20k/ade20k_mask/ADE_train_00008621.png
folder,ADE_train_00008622,,,ade20k/ade20k_images/ADE_train_00008622.jpg,ade20k/ade20k_mask/ADE_train_00008622.png
folder,ADE_train_00008623,,,ade20k/ade20k_images/ADE_train_00008623.jpg,ade20k/ade20k_mask/ADE_train_00008623.png
folder,ADE_train_00008624,,,ade20k/ade20k_images/ADE_train_00008624.jpg,ade20k/ade20k_mask/ADE_train_00008624.png
folder,ADE_train_00008625,,,ade20k/ade20k_images/ADE_train_00008625.jpg,ade20k/ade20k_mask/ADE_train_00008625.png
folder,ADE_train_00008626,,,ade20k/ade20k_images/ADE_train_00008626.jpg,ade20k/ade20k_mask/ADE_train_00008626.png
folder,ADE_train_00008627,,,ade20k/ade20k_images/ADE_train_00008627.jpg,ade20k/ade20k_mask/ADE_train_00008627.png
folder,ADE_train_00008628,,,ade20k/ade20k_images/ADE_train_00008628.jpg,ade20k/ade20k_mask/ADE_train_00008628.png
folder,ADE_train_00008629,,,ade20k/ade20k_images/ADE_train_00008629.jpg,ade20k/ade20k_mask/ADE_train_00008629.png
folder,ADE_train_00008630,,,ade20k/ade20k_images/ADE_train_00008630.jpg,ade20k/ade20k_mask/ADE_train_00008630.png
folder,ADE_train_00008631,,,ade20k/ade20k_images/ADE_train_00008631.jpg,ade20k/ade20k_mask/ADE_train_00008631.png
folder,ADE_train_00008632,,,ade20k/ade20k_images/ADE_train_00008632.jpg,ade20k/ade20k_mask/ADE_train_00008632.png
folder,ADE_train_00008633,,,ade20k/ade20k_images/ADE_train_00008633.jpg,ade20k/ade20k_mask/ADE_train_00008633.png
folder,ADE_train_00008634,,,ade20k/ade20k_images/ADE_train_00008634.jpg,ade20k/ade20k_mask/ADE_train_00008634.png
folder,ADE_train_00008635,,,ade20k/ade20k_images/ADE_train_00008635.jpg,ade20k/ade20k_mask/ADE_train_00008635.png
folder,ADE_train_00008636,,,ade20k/ade20k_images/ADE_train_00008636.jpg,ade20k/ade20k_mask/ADE_train_00008636.png
folder,ADE_train_00008637,,,ade20k/ade20k_images/ADE_train_00008637.jpg,ade20k/ade20k_mask/ADE_train_00008637.png
folder,ADE_train_00008638,,,ade20k/ade20k_images/ADE_train_00008638.jpg,ade20k/ade20k_mask/ADE_train_00008638.png
folder,ADE_train_00008639,,,ade20k/ade20k_images/ADE_train_00008639.jpg,ade20k/ade20k_mask/ADE_train_00008639.png
folder,ADE_train_00008640,,,ade20k/ade20k_images/ADE_train_00008640.jpg,ade20k/ade20k_mask/ADE_train_00008640.png
folder,ADE_train_00008641,,,ade20k/ade20k_images/ADE_train_00008641.jpg,ade20k/ade20k_mask/ADE_train_00008641.png
folder,ADE_train_00008642,,,ade20k/ade20k_images/ADE_train_00008642.jpg,ade20k/ade20k_mask/ADE_train_00008642.png
folder,ADE_train_00008643,,,ade20k/ade20k_images/ADE_train_00008643.jpg,ade20k/ade20k_mask/ADE_train_00008643.png
folder,ADE_train_00008644,,,ade20k/ade20k_images/ADE_train_00008644.jpg,ade20k/ade20k_mask/ADE_train_00008644.png
folder,ADE_train_00008645,,,ade20k/ade20k_images/ADE_train_00008645.jpg,ade20k/ade20k_mask/ADE_train_00008645.png
folder,ADE_train_00008646,,,ade20k/ade20k_images/ADE_train_00008646.jpg,ade20k/ade20k_mask/ADE_train_00008646.png
folder,ADE_train_00008647,,,ade20k/ade20k_images/ADE_train_00008647.jpg,ade20k/ade20k_mask/ADE_train_00008647.png
folder,ADE_train_00008648,,,ade20k/ade20k_images/ADE_train_00008648.jpg,ade20k/ade20k_mask/ADE_train_00008648.png
folder,ADE_train_00008649,,,ade20k/ade20k_images/ADE_train_00008649.jpg,ade20k/ade20k_mask/ADE_train_00008649.png
folder,ADE_train_00008650,,,ade20k/ade20k_images/ADE_train_00008650.jpg,ade20k/ade20k_mask/ADE_train_00008650.png
folder,ADE_train_00008651,,,ade20k/ade20k_images/ADE_train_00008651.jpg,ade20k/ade20k_mask/ADE_train_00008651.png
folder,ADE_train_00008652,,,ade20k/ade20k_images/ADE_train_00008652.jpg,ade20k/ade20k_mask/ADE_train_00008652.png
folder,ADE_train_00008653,,,ade20k/ade20k_images/ADE_train_00008653.jpg,ade20k/ade20k_mask/ADE_train_00008653.png
folder,ADE_train_00008654,,,ade20k/ade20k_images/ADE_train_00008654.jpg,ade20k/ade20k_mask/ADE_train_00008654.png
folder,ADE_train_00008655,,,ade20k/ade20k_images/ADE_train_00008655.jpg,ade20k/ade20k_mask/ADE_train_00008655.png
folder,ADE_train_00008656,,,ade20k/ade20k_images/ADE_train_00008656.jpg,ade20k/ade20k_mask/ADE_train_00008656.png
folder,ADE_train_00008657,,,ade20k/ade20k_images/ADE_train_00008657.jpg,ade20k/ade20k_mask/ADE_train_00008657.png
folder,ADE_train_00008658,,,ade20k/ade20k_images/ADE_train_00008658.jpg,ade20k/ade20k_mask/ADE_train_00008658.png
folder,ADE_train_00008659,,,ade20k/ade20k_images/ADE_train_00008659.jpg,ade20k/ade20k_mask/ADE_train_00008659.png
folder,ADE_train_00008660,,,ade20k/ade20k_images/ADE_train_00008660.jpg,ade20k/ade20k_mask/ADE_train_00008660.png
folder,ADE_train_00008661,,,ade20k/ade20k_images/ADE_train_00008661.jpg,ade20k/ade20k_mask/ADE_train_00008661.png
folder,ADE_train_00008662,,,ade20k/ade20k_images/ADE_train_00008662.jpg,ade20k/ade20k_mask/ADE_train_00008662.png
folder,ADE_train_00008663,,,ade20k/ade20k_images/ADE_train_00008663.jpg,ade20k/ade20k_mask/ADE_train_00008663.png
folder,ADE_train_00008664,,,ade20k/ade20k_images/ADE_train_00008664.jpg,ade20k/ade20k_mask/ADE_train_00008664.png
